Text	Label
its unfortunate this happened to such a kind person but honestly this virus feels like a cruel jokeespecially with the rare fatal cases canadian prime minister justin trudeaus wife sophie has tested positive for coronavirus according to officials	INFORMATIVE
breaking there are 77 new cases of #covid19 in bc bringing the provincial total to 348 there are no new deaths dr bonnie henry says there are frontline workers who are getting infected has nice words to say about those working around the clock to help others	INFORMATIVE
breaking bc reports 77 new #covid19 cases raising the total to 348 no new deaths today dr bonnie henry notes some frontline workers are getting infected but praises those working nonstop to support others	INFORMATIVE
and btw there was a confirm case of covid19 in aziz bhatti his son also tested positive we have so many spain italy return people swarming the hospitals without masks coming in opds for minor illnesses this is the state of the affairs here the end	INFORMATIVE
by the way theres a confirmed case of covid19 in aziz bhatti and his son also tested positive we have so many people returning from spain and italy flooding the hospitals without masks and coming into opds for minor illnesses this is the current situation hereits a real mess	INFORMATIVE
dear dont be an idiot you might have heard about a #pandemic which is killing thousands of residents in #football loving countries let organizations and countries decide what to do with their competions based on #science and experts advise #covid19	UNINFORMATIVE
hey please dont be foolishtheres a #pandemic going on thats killing thousands in countries passionate about #football let organizations and governments make decisions about competitions using #science and expert guidance #covid19	UNINFORMATIVE
stephen harper mike pence attend conference where two test positive for covid19	INFORMATIVE
stephen harper and mike pence participate in a conference where two individuals test positive for covid19	INFORMATIVE
capitol building 2022288800 house office buildings 2022254141 senate office buildings 2022243141 demand that our nov2020 elections all the primaries left must be from now on a mailin only elecx process #covid19 #burisma	UNINFORMATIVE
capitol building 2022288800 house office buildings 2022254141 senate office buildings 2022243141 call for all remaining primaries and the nov 2020 elections to be conducted by mailin ballots only moving forward #covid19 #burisma	UNINFORMATIVE
the second case of covid19 in #pei was travelling on air canada flight 756 from toronto to charlottetown it left toronto at 920 am march 11 and arrived in pei at 1228	INFORMATIVE
the second confirmed case of covid19 in #pei was on air canada flight 756 from toronto to charlottetown the flight departed toronto at 920 am on march 11 and landed in pei at 1228 pm	INFORMATIVE
a 38yearold man has passed away in bihar today due to kidney failure he has been tested positive for #covid19 he was from munger he died yesterday at aiims in patna had returned from kolkata two days back dr prabhat kumar singh aiims patna bihar	INFORMATIVE
a 38yearold man from munger bihar passed away yesterday at aiims patna due to kidney failure he had tested positive for #covid19 and had returned from kolkata two days prior dr prabhat kumar singh aiims patna bihar	INFORMATIVE
five things to help stop the spread of coronavirus 1 wash your handsflexed biceps 2 coughsneeze into your elbow 3 dont touch your face straight ruler 4 stay more than 3ft 1m away from others house with garden 5 stay home if you feel sick #coronafreepakistan	UNINFORMATIVE
five tips to prevent the spread of coronavirus 1 wash your hands frequently 2 cough or sneeze into your elbow 3 avoid touching your face 4 keep a distance of over 3 feet 1 meter from others 5 stay home if youre feeling unwell #coronafreepakistan	UNINFORMATIVE
but they have never measured dr with total positive test data before sars swine flu influenza they cdc has always used total estimated cases if we use that same equation for covid19 its more like 2 or less	UNINFORMATIVE
but theyve never calculated the death rate using total positive test data for diseases like sars swine flu or influenza beforecdc has always relied on estimated case numbers if we apply that same method to covid19 the death rate drops to around 2 or lower	UNINFORMATIVE
so sad nigerian medical doctor dies of coronavirus in the united kingdom please do not compromise your #washyourhands #staysafe #stayhome #socialdistancing #covidー19	INFORMATIVE
so heartbreaking a nigerian doctor loses his life to coronavirus in the uk please take care and dont ignore #washyourhands #staysafe #stayhome #socialdistancing #covidー19	INFORMATIVE
this ends as of college football season regardless of the death toll or the south really will rise again and not for a deplorable cause #collegefootball #coronavirus	UNINFORMATIVE
this will end with the college football season no matter the death tollwill the south truly rise again and hopefully not for a shameful reason this time #collegefootball #coronavirus	UNINFORMATIVE
these covid19 care cards are a great way to plan your day keep yourself motivated and build a positive outlook while working or learning from home #stayhomesavelives	UNINFORMATIVE
these covid19 care cards are a helpful tool for organizing your day staying motivated and fostering a positive mindset while working or studying from home #stayhomesavelives	UNINFORMATIVE
heres the latest on the #coronavirus deaths in spain jumped 30 for a third day italy death toil reaches 671 global cases doubled in a week to over 300000 german economy to shrink 5 bild says a third of china cases showed no symptoms	INFORMATIVE
